Tanggal,Komoditas,Provinsi,Harga
17/04/2022,Telur Ayam Ras,Sulawesi Utara,29228.0
18/04/2022,Telur Ayam Ras,Gorontalo,26763.0
18/04/2022,Telur Ayam Ras,Sulawesi Barat,20667.0
18/04/2022,Telur Ayam Ras,Sulawesi Selatan,22310.0
18/04/2022,Telur Ayam Ras,Sulawesi Tengah,26139.0
18/04/2022,Telur Ayam Ras,Sulawesi Tenggara,24397.0
18/04/2022,Telur Ayam Ras,Sulawesi Utara,29461.0
19/04/2022,Telur Ayam Ras,Gorontalo,27501.0
19/04/2022,Telur Ayam Ras,Sulawesi Barat,21500.0
19/04/2022,Telur Ayam Ras,Sulawesi Selatan,21815.0
19/04/2022,Telur Ayam Ras,Sulawesi Tengah,26774.0
19/04/2022,Telur Ayam Ras,Sulawesi Tenggara,24397.0
19/04/2022,Telur Ayam Ras,Sulawesi Utara,29361.0
20/04/2022,Telur Ayam Ras,Gorontalo,27501.0
20/04/2022,Telur Ayam Ras,Sulawesi Barat,21500.0
20/04/2022,Telur Ayam Ras,Sulawesi Selatan,22152.0
20/04/2022,Telur Ayam Ras,Sulawesi Tengah,26126.0
20/04/2022,Telur Ayam Ras,Sulawesi Tenggara,24274.0
20/04/2022,Telur Ayam Ras,Sulawesi Utara,29095.0
21/04/2022,Telur Ayam Ras,Gorontalo,28238.0
21/04/2022,Telur Ayam Ras,Sulawesi Barat,22333.0
21/04/2022,Telur Ayam Ras,Sulawesi Selatan,22569.0
21/04/2022,Telur Ayam Ras,Sulawesi Tengah,26003.0
21/04/2022,Telur Ayam Ras,Sulawesi Tenggara,24768.0
21/04/2022,Telur Ayam Ras,Sulawesi Utara,29161.0
22/04/2022,Telur Ayam Ras,Gorontalo,28905.0
22/04/2022,Telur Ayam Ras,Sulawesi Barat,22500.0
22/04/2022,Telur Ayam Ras,Sulawesi Selatan,22769.0
22/04/2022,Telur Ayam Ras,Sulawesi Tengah,26902.0
22/04/2022,Telur Ayam Ras,Sulawesi Tenggara,24866.0
22/04/2022,Telur Ayam Ras,Sulawesi Utara,29195.0
23/04/2022,Telur Ayam Ras,Gorontalo,28905.0
23/04/2022,Telur Ayam Ras,Sulawesi Barat,22667.0
23/04/2022,Telur Ayam Ras,Sulawesi Selatan,22960.0
23/04/2022,Telur Ayam Ras,Sulawesi Tengah,26902.0
23/04/2022,Telur Ayam Ras,Sulawesi Tenggara,24782.0
23/04/2022,Telur Ayam Ras,Sulawesi Utara,29128.0
24/04/2022,Telur Ayam Ras,Gorontalo,29166.0
24/04/2022,Telur Ayam Ras,Sulawesi Barat,22333.0
24/04/2022,Telur Ayam Ras,Sulawesi Selatan,22940.0
24/04/2022,Telur Ayam Ras,Sulawesi Tengah,26186.0
24/04/2022,Telur Ayam Ras,Sulawesi Tenggara,25219.0
24/04/2022,Telur Ayam Ras,Sulawesi Utara,29295.0
25/04/2022,Telur Ayam Ras,Gorontalo,29200.0
25/04/2022,Telur Ayam Ras,Sulawesi Barat,22833.0
25/04/2022,Telur Ayam Ras,Sulawesi Selatan,23315.0
25/04/2022,Telur Ayam Ras,Sulawesi Tengah,26577.0
25/04/2022,Telur Ayam Ras,Sulawesi Tenggara,25037.0
25/04/2022,Telur Ayam Ras,Sulawesi Utara,29328.0
26/04/2022,Telur Ayam Ras,Gorontalo,29529.0
26/04/2022,Telur Ayam Ras,Sulawesi Barat,22833.0
26/04/2022,Telur Ayam Ras,Sulawesi Selatan,23360.0
26/04/2022,Telur Ayam Ras,Sulawesi Tengah,26592.0
26/04/2022,Telur Ayam Ras,Sulawesi Tenggara,25409.0
26/04/2022,Telur Ayam Ras,Sulawesi Utara,29821.0
27/04/2022,Telur Ayam Ras,Gorontalo,29300.0
27/04/2022,Telur Ayam Ras,Sulawesi Barat,23083.0
27/04/2022,Telur Ayam Ras,Sulawesi Selatan,23702.0
27/04/2022,Telur Ayam Ras,Sulawesi Tengah,26857.0
