Tanggal,Komoditas,Provinsi,Harga
11/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27667.0
11/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27987.0
11/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29583.0
11/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,32471.0
11/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,25357.0
12/05/2022,Minyak Goreng Kemasan,Gorontalo,
12/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27667.0
12/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27922.0
12/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29636.0
12/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,31462.0
12/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,25267.0
13/05/2022,Minyak Goreng Kemasan,Gorontalo,
13/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27667.0
13/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27813.0
13/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29583.0
13/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,32471.0
13/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,25267.0
14/05/2022,Minyak Goreng Kemasan,Gorontalo,
14/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27667.0
14/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27787.0
14/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29400.0
14/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,31679.0
14/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,25000.0
15/05/2022,Minyak Goreng Kemasan,Gorontalo,
15/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27667.0
15/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27717.0
15/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29500.0
15/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,31906.0
15/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,25214.0
16/05/2022,Minyak Goreng Kemasan,Gorontalo,
16/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27583.0
16/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27765.0
16/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,28500.0
16/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,31245.0
16/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,25214.0
17/05/2022,Minyak Goreng Kemasan,Gorontalo,
