Tanggal,Komoditas,Provinsi,Harga
05/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10194.0
05/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11400.0
06/05/2022,Tepung Terigu (Curah),Gorontalo,9711.0
06/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
06/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8821.0
06/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
06/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10100.0
06/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11393.0
07/05/2022,Tepung Terigu (Curah),Gorontalo,9711.0
07/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
07/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8717.0
07/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
07/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10194.0
07/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11400.0
08/05/2022,Tepung Terigu (Curah),Gorontalo,9711.0
08/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
08/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8717.0
08/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,10909.0
08/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10194.0
08/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11400.0
09/05/2022,Tepung Terigu (Curah),Gorontalo,9711.0
09/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
09/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8654.0
09/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11273.0
09/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10215.0
09/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11367.0
10/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
10/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
10/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8675.0
10/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11273.0
10/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10253.0
10/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11233.0
11/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
11/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
11/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8654.0
11/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
11/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10253.0
11/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11357.0
12/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
12/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
12/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8654.0
12/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11091.0
12/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10408.0
12/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
13/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
13/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
13/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8654.0
13/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
13/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10282.0
13/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
14/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
14/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
14/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8654.0
14/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11200.0
14/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10343.0
14/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
15/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
15/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
15/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8654.0
15/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11000.0
15/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10269.0
15/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11071.0
16/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
16/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
16/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8654.0
16/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
16/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10282.0
16/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11071.0
17/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
17/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
17/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8717.0
17/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
17/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10363.0
17/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
18/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
18/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
18/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8717.0
18/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
18/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10113.0
18/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
19/05/2022,Tepung Terigu (Curah),Gorontalo,9683.0
19/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
19/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8842.0
19/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11077.0
19/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10224.0
19/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
20/05/2022,Tepung Terigu (Curah),Gorontalo,9717.0
20/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
20/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8717.0
20/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11167.0
20/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10238.0
20/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
21/05/2022,Tepung Terigu (Curah),Gorontalo,9717.0
21/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
21/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8863.0
21/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11091.0
21/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10224.0
21/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11286.0
22/05/2022,Tepung Terigu (Curah),Gorontalo,9717.0
22/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
22/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8821.0
22/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,10923.0
22/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10224.0
22/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11200.0
23/05/2022,Tepung Terigu (Curah),Gorontalo,9717.0
23/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
23/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8863.0
23/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11091.0
23/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10320.0
23/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11214.0
24/05/2022,Tepung Terigu (Curah),Gorontalo,9717.0
24/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
24/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8904.0
24/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11000.0
24/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10292.0
24/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11308.0
25/05/2022,Tepung Terigu (Curah),Gorontalo,9717.0
25/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
25/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8904.0
25/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11091.0
25/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10238.0
25/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11231.0
